Entity,Code,Year,10.5.1 - Return on assets (%) - FI_FSI_FSERA,10.5.1 - Regulatory capital to assets (%) - FI_FSI_FSKA,10.5.1 - Liquid assets to short term liabilities (%) - FI_FSI_FSLS,10.5.1 - Non-performing loans to total gross loans (%) - FI_FSI_FSANL,10.5.1 - Net open position in foreign exchange to capital (%) - FI_FSI_FSSNO,10.5.1 - Non-performing loans net of provisions to capital (%) - FI_FSI_FSKNL,10.5.1 - Regulatory Tier 1 capital to risk-weighted assets (%) - FI_FSI_FSKRTC
Albania,ALB,2019,1.48790178091945,10.4526747755214,20.8994059761127,8.36895800668083,7.43377278275795,12.6898634624726,17.0642519739926
Albania,ALB,2020,1.20421257407823,10.391946180817,18.4630078323854,8.11389988443137,8.43652255824541,10.4740221003269,17.2253643405423
Algeria,DZA,2009,1.75031554617645,5.8381348677347,114.535958766686,21.1415508110567,0,33.879999995519,19.0899611192134
Algeria,DZA,2010,2.16013646101196,7.87548715583414,114.302366067253,18.31,0,21.0599996571849,17.6660341802606
Algeria,DZA,2011,2.09219735435151,7.93214892552151,103.726371249564,14.3983059633084,0,17.8920082230568,17.0037511278701
Algeria,DZA,2012,1.93265840657802,7.86879415149705,107.492947621887,11.7263814541696,0,16.1101301297129,17.4756066451586
Algeria,DZA,2013,1.6687020378248,7.47774052883116,93.5244349682014,10.5639712164989,0,17.1229607465484,15.5012422268555
Algeria,DZA,2014,1.99171681831388,8.3315132310517,82.0646195161041,9.9349604753277,,24.7740225461057,13.1780744807646
Algeria,DZA,2015,1.91835345956772,8.99272511297965,61.6384268966558,9.76734535087824,,26.4735791655602,15.763736671841
Algeria,DZA,2016,1.82940298554061,10.2334664654346,58.3918893178889,12.0891590616386,,34.9977193106113,16.2490388873156
Algeria,DZA,2017,2.04902566176224,10.8740643481131,53.6958405777878,12.9585022894491,,36.4228471735931,14.9666438105548
Algeria,DZA,2018,2.42189230857027,10.821636390091,47.4452143496409,12.6974012595366,,39.3460624084863,14.9783526600145
Angola,AGO,2010,3.58308039135023,8.27722515024601,44.1517597854077,3.17305056414187,21.4559943142818,-14.3514004004219,13.5894426033421
Angola,AGO,2011,3.28512678305163,8.53487787309466,46.6779143878771,2.01496821504011,14.2188018344143,-28.9712786162341,14.0017006586695
Angola,AGO,2012,2.16575574781684,8.67754258709152,46.7126341662742,4.35011884491608,1.42139317146916,-8.88051537291663,13.6709960783123
Angola,AGO,2013,1.97317367923147,9.32671507546416,40.6666313320469,7.97676918024597,6.08691966513097,29.3788098338884,14.5098054412266
Angola,AGO,2014,0.885580819790903,7.9574200254116,39.0260947855364,10.1905320738466,15.7008199598312,44.2535243694095,13.6664126853156
Angola,AGO,2015,2.10796514564013,8.42177870008143,37.3966681951309,10.6112339715733,33.9155703162035,18.1158740265806,14.2724164663496
Angola,AGO,2016,2.44811838279149,10.1754098961439,32.1082410686574,11.2850858065096,56.4501051814244,9.35371495423182,19.2156399715331
Angola,AGO,2017,2.09130968392854,11.6303285357205,26.0749007748492,25.8360610272673,44.263118202319,53.0891198250462,22.0325986635338
Angola,AGO,2018,4.28150995274514,13.3235887159572,27.8151267544358,23.2405057421816,37.0364777912489,25.7629368272686,26.9306414920086
Anguilla,AIA,2015,0.580853433969127,-2.85119333653692,38.7205468630344,49.3163641891378,,,-5.01917076161455
Anguilla,AIA,2016,1.08242791162084,3.15213719119103,44.9402900549085,6.51988167855886,-216.942521817635,76.8031028959004,11.6125511684581
Anguilla,AIA,2017,0.136813,1.210213,49.804611,23.478376,-360.908558,756.377491,10.26699
Anguilla,AIA,2018,0.356093,4.886323,57.539989,24.311067,-1.116957,159.904261,16.957462
Anguilla,AIA,2019,0.879242,5.99955,57.276584,25.763068,28.704899,145.134947,9.244645
Antigua and Barbuda,ATG,2015,1.26376661488003,5.64133619262628,58.9233614648066,9.54253583293225,31.2188504526822,49.0223834380253,26.4128100543361
Antigua and Barbuda,ATG,2016,1.50199377200803,6.32244526385892,59.0524548826968,8.65552703703775,49.0588488967329,40.6642229480617,32.7711081903023
Antigua and Barbuda,ATG,2017,1.346772,6.81954,61.866322,7.938071,120.570806,33.990328,30.178
Antigua and Barbuda,ATG,2018,1.352165,6.998994,62.828567,6.350929,107.615185,26.506513,27.566964
Antigua and Barbuda,ATG,2019,1.43109,8.274135,52.002532,5.33456,203.903923,17.29592,31.899253
Argentina,ARG,2005,1.14923219180131,12.1272685231222,40.7967620127162,7.60664677151002,39.9532277888552,-2.48934680660533,14.0557701135787
Argentina,ARG,2006,2.15833793756615,12.7773021649851,43.4477494450247,4.45654348120973,29.5285304227201,-0.842097776804198,14.0745483304303
Argentina,ARG,2007,1.8629176336432,12.3570505387642,43.1849808454533,3.24185785401591,37.118196064746,-1.47142287373272,14.6007764993007
