"","ind1.1.1","ind1.a.1.1","ind1.a.2.1","ind12.2.2.1","ind12.2.2.2","ind13.1.1.1","ind14.1.1.2","ind15.1.1","ind15.1.2.2","ind15.1.2.3","ind15.4.1","ind15.a.1.2","ind15.b.1.2","ind2.5.2","ind3.1.1","ind3.2.1","ind3.2.2","ind3.3.2","ind3.4.1","ind3.4.2","ind3.6.1.1","ind3.b.1.1","ind3.b.1.3","ind6.1.1.1","ind6.2.1.1","ind7.1.1","ind7.1.2","ind7.2.1","ind7.3.1","ind8.1.1","ind8.2.1","ind8.4.2.1","ind8.4.2.2","ind8.5.2.1","ind9.1.2.1","ind9.1.2.2","ind9.1.2.3","ind9.2.1","ind9.2.2.1","ind9.2.2.2","ind9.4.1","ind9.5.1","ind9.5.2","ind9.c.1.1","ind9.c.1.2"
"2000-01-01",0.00111331410163701,0,0.07690709240405,0,0,0.00011096287491765,0,0.00128422986979586,0,0,0,0,0,0,0,0.028571428571429,0,0,0,0,0.0023422195724385,0,0,0,0,0,0,0,0.021997390670794,0.011483195084936,0,0,0,0.046692607003891,0.005182586186335,0.000673766262419009,0.005534111698714,0.031333006997225,0.034764826175869,0,0.017844224740777,0.00960891680563303,0.00953755324976802,0.171467837151478,0.058652887840851
"2001-01-01",0.00245922500572199,0.285714285714285,0.060661713986149,0.001703441658363,0.003307151715585,0.00142542147420897,0.033532934131737,0.00076615986550322,0.026423185876425,0,0.081508428174674,0,0,0,0.0588235294117641,0.0142857142857139,0.0238095238095229,0.030303030303031,0.0510204081632649,0.0157894736842106,0.0019802401839707,0.055555555555556,0,0,0.000395100750692046,0,0,0.00503663003663004,0.015151068180887,0.049568019022047,0.012658227848102,0.001703441658363,0.003307151715585,0.083657587548638,0.000115070298183202,0.00221465488858701,0.0143787881219344,0.061140695828584,0.027581144145562,0.040268456375839,0.00771642150952501,0.00399073666847299,0.043741095328408,0.028350142915417,0.070655092433151
"2002-01-01",0.000946909638733007,0,0.02511950583561,0.00884789854970401,0.0149525476502508,0.0012902928934054,0.261077844311378,0.000766159865503219,0.00663754616904499,0,0.028095762772648,0,0,0,0,0.014285714285714,0.0238095238095241,0.060606060606061,0.03061224489796,0,0.0011285239758112,0,0,0,0.000395100750690935,0,0,0.00549450549450549,0.029112111449017,0.03639862374602,0.018987341772152,0.00884789854970401,0.0149525476502508,0.03307392996109,0.0022609964919031,0.001194399086314,0.0092045847679514,0.020425304335136,0.038907241361229,0.053691275167785,0.035929587653725,0.000527286619009026,0.060919432922162,0.029349684783731,0.244016620405746
"2003-01-01",0.128172845131477,0,0.00720915073255501,0.004700284925266,0.0123754320846491,0.00176258932501297,0.282634730538922,0.00076615986550323,0.0194138633614861,0,0.036575632384242,0.00155624690448391,0.00155624690448391,0.0196078431372551,0,0.014285714285714,0,0,0.0408163265306121,0.0210526315789474,0.0017886040371349,0.083333333333333,0,0,0.000790201501382981,0,0,0.00183150183150182,0.00951913616616301,0.0677115173892759,0.044303797468355,0.004700284925266,0.0123754320846491,0.022373540856031,0.00442107355772699,0.002824699903219,0.00514656470846099,0.035265045351077,0.029154213203293,0.046979865771812,0.00868097419821601,0.016372656516791,0.070013630456801,0.050698553874958,0.088486760681895
"2004-01-01",0.065067428956121,0,0.030512788676434,0.00820714897983001,0.00364138513364949,0.000232373851500741,0.07065868263473,0.00076615986550322,0.012207053251608,8.89181574093012e-06,0.000476733399314977,0.00205970426997591,0.00205970426997591,0,0,0.014285714285715,0.0238095238095239,0,0.071428571428571,0.0157894736842105,0.0034494506430457,0.027777777777777,0.071428571428571,0,0.000395100750692046,0,0,0.00961538461538463,0.016986737732149,0.0702546354098379,0.063291139240507,0.00820714897983001,0.00364138513364949,0.021400778210117,0.0106637384536683,0.00263607482785601,0.012652135950938,0.042094762038715,0.054428189397514,0.087248322147651,0.014468290330359,0.022275327230298,0.044062197573971,0.0537220088956479,0.00838183944108994
"2005-01-01",0.077927933475159,0.142857142857142,0.012997337416881,0.00650231870010801,0.0118476951087579,0.00185446574688814,0.584431137724551,0.000766159865503289,0.028956469897344,0.023531301174964,3.97409774910429e-05,0,0,0,0,0.014285714285714,0,0.060606060606061,0.0408163265306131,0.0157894736842105,0.0020867047099906,0.027777777777778,0.071428571428571,0,0.000790201501381982,0,0,0.0096153846153846,0.014227483522684,0.0337216361518079,0.018987341772152,0.00650231870010801,0.0118476951087579,0.01556420233463,0.0083271566455317,0.00226921762780799,0.00704336949241899,0.031952330276455,0.00566304860783401,0.020134228187919,0.021461297323366,0.00622130377676305,0.071346917825283,0.05564989153167,0.046577563476441
"2006-01-01",0.166892028492467,0.142857142857143,0.026713779212537,0.003191647006102,0.0076609817666875,0.00208683959838888,0.037125748502994,0.000766159865503201,0.0109990775485299,0,0.0243018452321679,0,0,0.0196078431372549,0,0.014285714285714,0.0238095238095241,0,0.040816326530612,0.0052631578947369,0.000383272293671799,0,0.071428571428571,0,0.000395100750691046,0,0,0.0091575091575092,0.023768025882626,0.0191415071709969,0.006329113924051,0.003191647006102,0.0076609817666875,0.058365758754864,0.00434857943535301,0.006823696854056,0.00509300162397702,0.023026536267102,0.00749829584185402,0.02013422818792,0.017603086568604,0.007552815544354,0.013972432992692,0.0413675058138661,0.01251970954492
"2007-01-01",0.035334035280004,0,0.00258411969207895,0.00717778380395399,0.0102732797973489,0.00307103270721881,0.135329341317366,0.000766159865503199,0.00037980671496507,0.00137645307658896,0.00159312237260301,0.00175291775172014,0.00175291775172014,0.0196078431372551,0,0.014285714285715,0.0238095238095239,0,0.020408163265306,0.0105263157894737,0.0022996337620305,0.027777777777778,0,0.00191204588910199,0.00118530225207492,0,0,0.0132783882783882,0.03275793323466,0.023199112021689,0.012658227848101,0.00717778380395399,0.0102732797973489,0.00875486381322899,0.0044990837291007,0.008114511545111,0.00142936648508901,0.0380332849112145,0.00655445440721503,0.00671140939597303,0.023872679045093,0.013110307976312,0.0133449495214221,0.0307846524343259,0.0665242193615689
"2008-01-01",0.014417717790756,0.285714285714285,0.030009243164198,0.0146001633415467,0.0113375493653963,0.00149092951565867,0.219161676646707,0.000766159865503201,0.000460259116215944,0,0.00204056461320801,0.00686427877758264,0.00686427877758264,0,0,0.028571428571428,0.0238095238095231,0,0.040816326530612,0.0263157894736842,0.0031300570649859,0.027777777777778,0,0.00191204588909999,0.00118530225207403,0,0,0.0434981684981685,0.00549918194966501,0.162486581565052,0.183544303797469,0.0146001633415467,0.0113375493653963,0.035019455252918,0.0034097412763409,0.00606698104987199,0.00303813760211699,0.0086688695441199,0.04740181427298,0.100671140939597,0.011333494092115,0.00123283771933402,0.011229147941333,0.00277276366786505,0.0350127470324041
"2009-01-01",0.0627317629842173,0.285714285714285,0.061448072731286,0.0331543268152107,0.0220594055922529,0.000684193094617338,0.138922155688623,0.000766159865503199,0.00467471577326606,9.23380865329726e-05,0.000107031477229014,0.0148818845085597,0.0148818845085597,0.0196078431372549,0.0588235294117641,0.028571428571429,0.0238095238095239,0,0.051020408163265,0.0052631578947368,0.0048334894813048,0.111111111111111,0.071428571428571,0.00382409177820497,0.000790201501382981,0,0,0.0270146520146522,0.0080587759654261,0.233537516000426,0.094936708860759,0.0331543268152107,0.0220594055922529,0.186770428015564,0.0024811673813076,0.000814846120237994,0.00777953902268902,0.0246819006896894,0.082323947354622,0.107382550335571,0.029901133349409,0.020268608214986,0.00765297518855501,0.007118754890441,0.0548533036840999
