"Indicator","Canada","France","Germany","Italy","Japan","United.Kingdom","United.States"
"SDG 12.2.2.1.",14.7649544475233,3.76000517069019,7.97903562829598,7.89642952971495,1.48080206896005,5.13264097124226,6.92034586162868
"SDG 12.2.2.2.",14.2857142857144,3.41262165809209,3.04579416405331,7.82903788753742,1.70016804921918,10.824203106062,6.73561057826204
"SDG 13.1.1.1.",-12.8319523464447,8.78434701140695,-4.09049924879528,4.64207795789353,-3.27036656168571,2.8315519825715,3.25681369738419
"SDG 14.1.1.1.",-1.8258561763353,3.16547692454607,-9.33437168257618,-7.35196837079236,7.35509190425975,1.66806429226289,-9.2739690239644
"SDG 15.1.1",-15.0946076108174,61.6874576144232,-13.0242968408118,68.5984725365865,-10.9097024838642,-0.574192883441665,-2.84897468219625
"SDG 15.1.2.1.",-9.07231622486455,31.6417570720039,-8.44461547553,16.3685429895915,-1.24424610095494,-11.6037634797183,-11.3292038193849
"SDG 15.4.1",-12.88456564372,42.6430740384666,-13.4896492027042,-1.48711426843982,-6.8497144433169,-16.7682390685601,-14.2111733634248
"SDG 15.A.1.1.",-8.61018805168366,-0.553754786616133,1.68368882227799,-3.26568066045345,7.87008457357726,-1.1882063387055,-2.47618690222162
