"Indicator","SDG.1.1.1","SDG.1.A.1.1.","SDG.1.A.2.1.","SDG.2.5.2","SDG.3.1.1","SDG.3.2.1","SDG.3.2.2","SDG.3.3.2","SDG.3.4.1","SDG.3.4.2","SDG.3.6.1.1.","SDG.3.B.1.1.","SDG.6.1.1.1.","SDG.6.2.1.1.","SDG.7.1.1","SDG.7.1.2","SDG.7.2.1","SDG.7.3.1","SDG.8.1.1","SDG.8.2.1","SDG.8.4.2.1.","SDG.8.4.2.2.","SDG.8.5.2.1.","SDG.9.1.2.1.","SDG.9.1.2.2.","SDG.9.1.2.3.","SDG.9.2.1","SDG.9.2.2.1.","SDG.9.2.2.2.","SDG.9.4.1","SDG.9.5.1","SDG.9.5.2","SDG.9.C.1.1.","SDG.9.C.1.2.","SDG.12.2.2.1.","SDG.12.2.2.2.","SDG.13.1.1.1.","SDG.14.1.1.1.","SDG.15.1.1","SDG.15.1.2.1.","SDG.15.4.1","SDG.15.A.1.1."
"Positive Gross Synergy",50,63.6363636363636,94.7368421052632,30,66.6666666666667,100,100,90,100,63.1578947368421,90,88.8888888888889,100,100,NA,NA,94.7368421052632,94.7368421052632,47.6190476190476,40,63.1578947368421,73.6842105263158,61.9047619047619,23.8095238095238,89.4736842105263,47.6190476190476,14.2857142857143,5.55555555555556,5.26315789473684,94.7368421052632,68.4210526315789,100,85.7142857142857,95.2380952380952,63.1578947368421,73.6842105263158,55,47.3684210526316,100,100,100,55.5555555555556
