"","ind1.1.1","ind1.a.1(1)","ind1.a.2(1)","ind12.2.2(1)","ind12.2.2(2)","ind13.1.1(1)","ind14.1.1(2)","ind15.1.1","ind15.1.2(1)","ind15.1.2(2)","ind15.4.1","ind15.a.1(1)","ind15.b.1(1)","ind2.5.2","ind3.1.1","ind3.2.1","ind3.2.2","ind3.3.2","ind3.4.1","ind3.4.2","ind3.6.1(1)","ind3.b.1(1)","ind3.b.1(2)","ind6.1.1(1)","ind6.2.1(1)","ind7.1.1","ind7.1.2","ind7.2.1","ind7.3.1","ind8.1.1","ind8.2.1","ind8.4.2(1)","ind8.4.2(2)","ind8.5.2(1)","ind9.1.2(1)","ind9.1.2(2)","ind9.1.2(3)","ind9.2.1","ind9.2.2(1)","ind9.2.2(2)","ind9.4.1","ind9.5.1","ind9.5.2","ind9.c.1(1)","ind9.c.1(2)"
"2000-01-01",-39.9946080335849,NA,34.9601037660651,NA,NA,-2.48137705339209,NA,-13.0243006145304,NA,NA,NA,NA,NA,NA,NA,4.2267979252588,-22.5685128159039,NA,NA,NA,16.7481563651236,NA,NA,NA,NA,NA,NA,NA,14.5657636348105,9.45562899463526,NA,NA,NA,22.7357349295413,6.58518594280064,9.16734607099916,6.05676342286975,-45.599961524879,-9.27468053604062,NA,30.4824972676741,20.0629669489826,-2.50487290904768,36.6899974342584,16.6173204408539
"2001-01-01",-47.5273376002513,14.2857142857143,27.3883683923262,76.6008114059122,71.5469442422235,-8.77188574389017,-75.690764171228,-11.1290498130489,129.242796227205,440.20684295255,50.7747511035235,NA,NA,16.1307843158243,11.5573856339278,21.1935123279789,18.7900138391567,40.0076629260784,23.6339350313445,-11.6192989029618,25.3522676915171,41.8150140446414,18.391745314655,-161.12536260965,-64.0722591888195,NA,NA,-4.87636844245527,0.35575980149422,-4.40049597792574,-7.71795946172368,76.6008114059122,71.5469442422235,-6.55491829546132,-66.8902696543106,-0.73698081676326,12.1888259298676,3.98926574840589,-32.2087221880714,-5.07531689602707,-0.134267739506074,-12.9372059445456,12.1593953747538,16.8594672649173,-5.07035528965881
"2002-01-01",-42.6958514074476,-35.7142857142857,3.20778461175253,13.6933873245786,16.9980448780621,-15.2650092724237,-35.9627959114993,-11.1290498130513,17.350538258311,22.1578690516671,-12.10871391383,NA,NA,67.1705859430147,NA,6.8418254248512,-41.8150140446401,-11.8278015123552,9.12459560449765,2.23005074357443,13.4884736696334,NA,-34.4887651767585,-321.922875827508,-42.1448679803922,NA,NA,30.7350391949066,16.5095292154721,-29.5891020998463,12.8089892872998,13.6933873245786,16.9980448780621,-25.6746406284255,5.1158581345678,-61.068675158481,-6.15046802164804,-22.8827292908712,-9.86560249411231,7.28432458049934,20.6786707756329,7.6223270035314,-8.17199461721472,12.141567187785,39.079873621988
"2003-01-01",17.0111568593454,59.3528648339893,-9.19201214484936,13.059393762425,0.111835373947297,-21.346980574943,71.030128918097,-11.1290498130485,-1.90670592157228,-7.90472786807192,-18.7209667442045,-28.5687610692516,-28.5687610692516,14.2857142857143,59.3528648339898,11.136235820017,-16.0545686947008,-9.83818878125454,16.752212743893,5.77244515784208,16.3340745496833,219.98838483035,46.0082384588984,-307.661058814661,-20.8622234281749,NA,NA,42.1772409959234,10.5352443002579,1.9259562472977,-0.781974061455734,13.059393762425,0.111835373947297,-88.9895124766486,-25.4686652684602,-12.1149427457085,-107.75577197856,9.466269397036,-29.6173346454488,-10.9728407644788,-5.76173532122017,-25.3963121650724,-4.36589609864946,20.5966157380202,31.429937683718
"2004-01-01",-19.690243201706,14.2857142857143,-0.806754577693489,3.97032111594335,5.45865442572238,32.0455944471061,-54.7140395458155,-11.1290498130511,67.3669905107066,61.6499079258203,141.175414314047,3.13309336883006,3.13309336883006,10.8464471097678,NA,14.2857142857134,24.6229542535702,26.1989750188492,17.5226367815424,6.61262611021179,18.7624253554418,559.400819714823,14.2857142857141,-15.3342914695531,-0.31492532946007,NA,NA,74.3820551104559,-3.01315023200511,32.4852052154239,39.5824057739428,3.97032111594335,5.45865442572238,28.3967686430358,13.0991577397785,12.8900647269606,12.436580275599,-4.83813494649445,6.27025679101557,8.61910042624102,24.6265349905511,-16.5442513201512,-6.83217215285408,18.7548929162376,35.1691443722696
"2005-01-01",76.0369845457896,-11.5573856339278,17.3437103000008,12.3899861075211,11.3818864071326,72.3650802960214,-9.33437168257617,-11.1290498130281,-11.6182145186546,-15.6355528590042,-63.0375406012027,-14.9400868900107,-14.9400868900107,6.93035589331644,14.2857142857143,33.1825850798983,-14.2857142857143,2.85455096650458,16.8099475636589,36.6583757944902,30.3622247374137,219.988384830346,-16.0545686947008,-14.4310971298407,0.718083730078561,NA,NA,40.8037645891402,3.99115683026485,-5.49080633754531,-53.7032461017382,12.3899861075211,11.3818864071326,21.8625777814929,-10.0011037104806,40.1518142518175,-36.878779215111,9.45172855938446,-88.8872459075193,-44.4444444444449,24.3419135927077,-24.3636253197386,-6.3868129189181,20.966402447226,14.776912164909
"2006-01-01",-121.239696019164,-14.2857142857143,21.1251657473466,-5.27799586648909,8.03036040930179,-167.7671005075,11.1364488793922,-11.1290498130499,23.8413996050155,14.1840283299403,43.5987700268528,-7.65185596828484,-7.65185596828484,16.0545686947008,34.4887651767585,11.3327307777329,-11.5573856339278,46.0664248600657,21.1472816596761,21.1778633825968,16.4382677549007,14.2857142857143,-16.0545686947008,-13.8464200504538,1.23849417129666,NA,NA,59.4949960965855,-4.625222269384,71.322538207914,73.3359096732886,-5.27799586648909,8.03036040930179,32.8945206559489,-48.517959892062,13.5958459474777,4.19007579849418,-36.1849560398348,-10.4550597879682,-3.25822497885837,11.9291343201272,10.8051241624724,22.5282156882264,17.251518734588,29.439618341526
"2007-01-01",29.7970006421942,14.2857142857143,49.170315101154,-18.5234400238152,-7.12959088589917,0.315089917062309,4.74999995722878,-11.1290498130486,83.0865116198705,57.73559138618,159.022009227517,-10.2385940226705,-10.2385940226705,34.4887651767584,14.2857142857143,11.3327307777329,35.7142857142858,5.54714974772695,4.22679792525806,-13.3355984068159,0.0292471694820135,219.988384830346,14.2857142857143,-14.5846129333581,0.899991445324852,NA,NA,69.6686330299601,50.3660212141153,14.9672899548472,15.8673727320723,-18.5234400238152,-7.12959088589917,76.8233262908575,-17.4794497139234,-18.2338625660001,30.6571583690715,-2.49688680194109,-14.3756265311695,-10.42349681836,50.0276024469059,-4.43435377430981,24.485216204373,31.7349259633283,-0.82167972064652
"2008-01-01",-361.681348687425,-12.8632983204841,1.67259200345008,-8.93579862765587,-1.48229007834138,26.1934167399864,-10.9136295128685,-11.129049813049,32.4533623882443,45.2612068469639,21.9199337993869,74.8811321339189,74.8811321339189,7.9755803489464,14.2857142857143,11.3327307777343,24.6229542535718,-24.6739066568749,9.05712871493945,2.85474539190083,-4.54110259953062,-34.4887651767585,41.8150140446408,-13.5220497783364,3.31545687531967,NA,NA,-6.17883124866137,-19.1957546708369,-6.7514351657582,-2.34237227953058,-8.93579862765587,-1.48229007834138,-39.0003690639931,-27.2633104998312,31.0218964751094,2.27697906074259,-21.1777058738804,-1.4885901208794,-21.3641297749007,3.01675778631001,59.7371657288348,22.4223881263957,76.5239892296533,14.0555976619654
"2009-01-01",36.5248901117769,14.2857142857143,9.24169548074002,5.128827479669,-9.12791378874718,72.3406708373034,-20.8749864281801,-11.1290498130513,-15.1534398732232,94.1482131506417,-32.1960067267898,29.4647995920107,29.4647995920107,28.3536028408332,14.2857142857143,18.7900138391551,-34.4887651767585,-19.5146486254919,-0.575404742231005,-18.6252555489424,-9.13585064314471,-20.2898314053963,11.5573856339278,-11.6071428571396,1.37957114611118,NA,NA,6.46931266931697,1.64588919358175,-29.5865985365182,-55.602690300387,5.128827479669,-9.12791378874718,7.86362913716256,4.49509246647583,31.2093891082973,-22.5882431422692,-40.2526752752456,-14.1994744784974,-6.83787634932315,9.22227432188712,26.2335630381246,29.5843984818586,-8.31168163301365,-2.05063209798827
