"","ind1.1.1","ind1.a.1(1)","ind1.a.2(1)","ind2.5.2","ind3.1.1","ind3.2.1","ind3.2.2","ind3.3.2","ind3.4.1","ind3.4.2","ind3.6.1(1)","ind3.b.1(1)","ind3.b.1(2)","ind6.1.1(1)","ind6.2.1(1)","ind7.1.1","ind7.1.2","ind7.2.1","ind7.3.1","ind8.1.1","ind8.2.1","ind8.4.2(1)","ind8.4.2(2)","ind8.5.2(1)","ind9.1.2(1)","ind9.1.2(2)","ind9.1.2(3)","ind9.2.1","ind9.2.2(1)","ind9.2.2(2)","ind9.4.1","ind9.5.1","ind9.5.2","ind9.c.1(1)","ind9.c.1(2)"
"2000-01-01",0.00723305617904804,NA,0.0282550413668478,NA,NA,0.0144918786008851,0.00527384441230216,NA,NA,NA,0.00462353455662671,NA,NA,NA,NA,0,NA,NA,0.00875212933014848,0.0358009989539578,NA,NA,NA,0.0368852462979742,-0.00445276638954843,0.00221693537633469,0.0050321472706744,-0.00893772874319638,-0.0111474011281975,NA,0.0101177828656587,0.00966163084374727,0.0112263776095551,0.0568138544717544,0.0541929412014234
"2001-01-01",0.00371238413577965,0,0.0239582801346529,-0.021049632004934,-0.0232263195168085,0.0126615683197698,0.0107876628409992,0.0240428592135237,0.0267319186739204,0.010780523466398,0.00409553616076338,-0.00303147627976269,0.0710041369510989,0.000533895742953318,0.000483644704724202,0,0,-0.00764685014927924,0.00950418229526787,-0.0777800622544715,-0.0609665465017494,0.00748773025828292,0.0112627012258315,0.0403892477793453,0.00108546612817468,0.000957361249107657,-0.00746093253895553,-0.030029988836006,-0.0127592186462131,-0.0118967756024685,0.00880490899417346,0.00898232385390117,0.0114011066454294,0.0321372397847946,0.042088544202643
"2002-01-01",0.00335528447851721,-0.0408163265306123,0.0160229261320577,-0.00245628676297576,0,0.0117497128834303,0.00259840823979664,0.0120779939884915,0.0161396454369162,-0.00715392377876785,0.00414250476634215,0,0.00597741262884602,0.000266944674802946,0.000585842804388551,0,0,0.00783939041176218,0.00659316549325648,-0.0409624952178597,0.0262402797593561,0.00692027338920012,0.00709450920670112,-0.0268440934467297,0.00371369745790113,-0.00190192144597397,0.00482906219523971,-0.016385853675029,-0.014913442788764,-0.0120648054985631,0.0103920661953395,0.00860110519346801,0.0145126332360249,0.0152484129760667,0.0490653966553294
"2003-01-01",-0.0249629987116843,0.0258765141312474,0.0101787095659912,-0.00560224089635851,0.0106550352305136,0.00925693547931061,0.0080076486018211,0.00487075187405565,0.0168860080363037,-0.0101744944857655,0.00339431763788049,0.00909442883928819,0.0689285918530776,0.000266649537932856,0.00217939290133977,0,0,0.0125969917169346,-0.00919323981898694,0.0269662071989745,-0.0181738257304408,0.00372222202837747,0.00706668404740853,-0.0170875223206704,-0.00475961837445339,0.00126458019757626,0.00176096001334328,-0.0159663716265405,-0.0181265163332503,-0.0206720144634842,0.00503227788649192,-0.00607112377243941,0.0205982551149434,0.0205921597823063,0.0250330300537997
"2004-01-01",0.0125590441519547,0,0.0263824840420358,-0.0175144534328552,0,0.00751709226458088,0.00940112932823192,0.0119395282998937,0.0321673694999006,0.0153983013703369,0.00552321617291182,0.00363983122897522,0.0375854613229041,0.00368871518777677,0.00254037438487872,0,0,0.006577239011299,0.0050956621863511,0.0398615830386585,0.0393164080635118,-0.00826231264180632,-0.00546842893730284,0.0343274202481016,-0.00420230461709848,0.00174362402503788,0.0074821881976111,-0.0120076148079631,-0.0144462605464406,-0.0143516591161253,0.0116595277616535,-0.00697890589284553,0.0115099167459116,0.0251966496355563,0.0271697594316877
"2005-01-01",-0.00212520238335436,0.0564067759693919,0.00956077798109225,-0.0150889419444366,0,0.00925693547931065,0.00680272108843543,0.0113610597839922,0.0164997875395502,0.0110423244368536,0.00288140468573626,0.00303147627976275,0.0240229458054632,0.00625063078591864,0.00261493225441826,0,0,0.0118751634697833,0.00821496574782483,-0.0225879112611843,-0.0599664716015168,0.00670974497433915,0.0102366924524011,0.0193888951429329,-0.00370166794682447,0.00231982869640017,-0.00240426614431621,-0.0140784601116503,-0.00999948866932432,-0.0172579098753595,0.0117448440396946,0.0054596227355686,0.0165641359809764,0.0281844675205072,0.0250839118795892
"2006-01-01",0.00281873534814525,0.0408163265306122,0.00871360927464203,-0.00659453414267624,-0.00492257510610845,0.00987290273435021,0.00940112932823202,0.00564318612823862,0.0242797661329614,0.010909219877269,0.00371452012370293,0,0.0240229458054633,0.00651924655923566,0.00247203022732613,0,0,0.0117194366802394,0.0127507990380701,0.0324784701958911,0.0347794426771948,-0.00437600477733618,-0.0041456897855382,0.0291242624101609,-0.00226960685478377,0.00272204969423997,0.00335856254269873,-0.0110649810396133,-0.00578266210693701,-0.0124205551129555,0.0158708905145801,0.00772268201145605,0.0107507476116145,0.0257317681598863,0.0129493241064906
"2007-01-01",-0.00263619390905543,0,0.00938426020505409,-0.00492257510610848,0,0.00987290273435025,0.00680272108843542,0.0113232178977569,0.0103513418577749,-0.0113050826738579,0.0040021342244043,0.00303147627976275,0,0.00364933967753392,0.0026504683519157,0,0,0.0143583655610424,0.0114369293690861,0.0225075178125676,0.0244993962983931,-0.00892810762039907,-0.00898750574350619,0.0237449418010164,-0.00307539725887311,0.00260370574831962,0.00290425376233322,-0.0138779179142861,-0.00714106293201705,-0.00709268910158899,0.011221476435373,0.00886089507946789,0.0127993343183805,0.0278674690381928,0.0326405212723166
"2008-01-01",-0.00352890949575736,0.0751709226458081,-0.0091558562618024,0.0253661851260529,0,0.00987290273435024,0.00940112932823192,-0.00357191608180812,0.0159313880293505,-0.00814650271435213,0.00408540586837634,0.00232454935566234,-0.00779522471938987,0.00392911004422554,0.00257254512236933,0,0,0.0165750866122106,0.00287455640903007,-0.102628768582108,-0.0832744339643799,0.0108708854980571,0.0105358574329662,-0.0306845401903736,0.00251999412489811,0.00246463617674299,-0.00343910701012437,-0.02396427555712,-0.01245960684056,-0.0328950477877946,0.0115726296811612,0.0108644052258082,0.0157437695815748,0.0114293785445063,0.0178781169371665
"2009-01-01",0.0296436807903166,0,0.00793764683866397,-0.0197080110818797,0,0.00647259770459971,0.001992470876282,0.00603785329729109,0.0126115608916187,-0.00742553503410816,0.0037867439122997,0.0213145284193342,-0.028203387984696,0.00437039060366089,0.00256152827459437,0,0,0.0163781553898888,0.00494115609734531,-0.149940564013006,-0.0715902348835039,0.0142241618365635,0.0119843925167737,-0.090884098442249,0.00322313256673918,-0.00135352542428799,-0.0161105226222134,-0.042716148622261,-0.0235763341269843,-0.0349414589495519,0.0137038732235762,0.0192763134878699,0.0152501914063588,0.00719920490108037,0.017986268838185
"2010-01-01",-0.0172534547488875,0,0.0115672754630576,0.00706659502786643,0,0.00925693547931062,0.00940112932823199,0.0095238095238095,0.016126451992429,0.00830836513453673,0.00361512315766208,0.0153117919502268,0,0.00705326260387555,0.00251424558431437,0,0,0.0105794780243368,-0.00428985632431862,0.260733088656868,0.192005025268563,-0.00368040414593222,0.00535465119262797,-0.0179863843474482,-0.00567314033750895,0.00116631764991686,-0.0227634179943758,0.0222411764991912,-0.0166823722868907,-0.0134228187919464,-0.00239421696091601,-0.0105822616676006,0.012690690391046,-0.0161737001424429,0.011621950836355
"2011-01-01",-0.0206296439626014,-0.0408163265306122,0.0173470073023747,-0.0156495483712398,0,0.00647259770459962,0.001992470876282,0.00627043231850112,0.0136541551301591,0.0125815795778785,0.00266208878191548,0.0200902621698661,-0.0240229458054634,0.00731188516061498,0.00237060450414838,0,0,0.0184989728483778,0.0180986432883768,-0.035367075726933,-0.0552946989324549,-0.00425832844640892,-0.00261623438686564,0.0235138730228561,-0.00481769449255411,0.00182994596386392,-0.00229559263864315,-0.006767028518824,0.00377168918737756,0.00434889586276342,0.0191095898765765,0.007849246341352,0.0124765388932395,0.0109441168812698,0.00638883500668527
"2012-01-01",-0.0128415251463753,0,0.0121929804159578,0.0157798311895215,0.0168067226890757,0.00925693547931066,0.00431275235520794,0.00858200691025211,0.0119082333894386,0.00963659692236785,0.00259200249262823,0.0100110096228107,0.0246675949494302,0.00677330209847913,0.00246795681338075,0,0,0.0208215054062671,0.00685407001447729,-0.0696010114523791,-0.0521154421836723,0.00601685833731577,0.00708288089831934,-0.0306651248218465,-0.00235495598263437,0.00234591063541343,-0.00353924261881685,-0.00347769285314196,-0.00901233810049826,-0.00559500095592617,0.00678013077013814,-0.0116195033579837,0.0125674286647796,0.00789994464206288,0.0104521113937208
"2013-01-01",-0.0225281693638934,0,0.0104412138890989,-0.0148987514065305,0,0.00724593930044263,0.00680272108843543,0.00575890110099604,0.0151373569885365,-0.00993246156199112,0.00210299710756572,0.0139994604960334,-0.0158215332369063,0.00731188516061502,0.00239600506407681,0,0,0.0173663423009233,0.00382612430082765,0.0139732846178,0.0196215960080594,-0.00215640597275316,-0.00172151468874203,-0.0268654104367551,-0.00224671236307043,0.00208105330845232,-0.00417908038035058,-0.00606117849964502,-0.00830019999294588,-0.00364702548158521,0.00718537605928718,0.0115382209586791,0.011219909563217,0.00763399818397761,0.0175623621906937
"2014-01-01",0.0238168008801604,-0.0258765141312474,0.00779606673971285,0.0311821785318957,0,0.00647259770459951,0.00431275235520792,0.00644443965909265,0.012531888866716,0.0165771978648444,0.00166858874324521,0.0125856066478326,-0.0129382570656237,0.00683361454267569,0.00234103357943912,0,0,0.0115183835965755,0.0144841331087159,0.0377497269152544,0.0282071631564957,0.00683163577870063,0.00698001617867066,0.0319717867198591,-0.00249785465312161,0.00112178949562568,0.00398301703059954,0.00681343881057066,-0.00842683900623864,-0.00735900736305222,0.0182106141330224,0.00811730560746323,0.00522927184928373,0.0167803365113894,0.0111962402465907
"2015-01-01",-0.0108782997738737,0,NA,-0.0126517793458043,0,0.00258765141312475,0.00431275235520787,0.00903691678751059,0.00291545189504377,0.00855718042208875,-0.00111466444745213,0.00615281848101918,-0.00779522471938995,0.00781586236676831,0.00221865151367423,0,0,0.0120416794004892,0.00847627966430172,-0.0351309857359046,-0.0214333742062273,0.00340015770725967,0.00536693040212345,0.0223283562277341,-0.00335730029505213,0.00183353243061387,-0.00175788272919222,0.0102682414873333,-0.00534042542773838,-0.0052999655273254,0.0085039653387253,NA,NA,0.010659388141615,0.013560818489905
"2016-01-01",0.0212255834600075,0.0119548252576919,NA,-0.0107760603978547,0.0106550352305136,0.00724593930044245,0,-0.00316833517408284,0.00766098739571722,0.0229683618051751,-0.00124739779071573,0.00503154441440926,0.0258765141312474,0.00599917736432983,0.00212705765515425,0,0,0.0108865474322008,NA,-0.019745083958905,-0.0240256225207903,0.00269871684766076,0.00380859001251226,0.018943345759241,-0.00298068485079124,0.00139985710060608,0.00303769298824667,-0.00889817626608496,-0.00458502570298064,-0.00517205055084945,0.00917751775059129,NA,NA,0.0116229500910328,0.0187331616916975
"2017-01-01",-0.0187631946058179,-0.011954825257692,NA,0.00529290313965185,0,0.00408163265306131,0.00680272108843543,0.00633667034816564,0.0130159361343068,-0.016991564310634,0.000599145316001134,0.0131332707943515,0,0.00610090596778273,0.00206179197302143,0,NA,0.0145658968380769,NA,0.0329536301416633,0.0349792038268577,-0.00340682811889627,-0.00417953162020909,0.0291234181291109,-0.00395050142769972,0.00309637045186932,0.0107989523608525,-0.00444383265038192,-0.00267305939651985,-0.00360245379950214,0.00969321717781672,NA,NA,0.00927222686621884,0.0101854739449879
"2018-01-01",0.00120785720229631,-0.011954825257692,NA,-0.0104198602541162,NA,0.00724593930044238,0,0.00391277861609709,0.0129988884397987,0.0109399251142941,0.000983938695437932,0.0131332707943514,0,0.00622700327302068,0.002213677356984,0,NA,0.0183258727126002,NA,-0.0316964832352861,-0.0284989579770395,0.0036935047114676,0.0064501372612961,0.0261421211469801,-0.00333833763410956,0.00147391418192099,0.00544753916590207,-0.00446853671776628,NA,-0.0070630397116867,0.00692934643021764,NA,NA,0.0103168664642452,0.00854621040454739
"2019-01-01",0,NA,NA,0.00868633197320353,NA,0.00564067759693927,0.0094011293282319,0.00403688557091887,0.00661209677093618,0.0116598327049091,0.000660749707961786,-0.0050315444144092,0,0.00256175447409221,0.00152950841352992,0,NA,0.0126318587864182,NA,-0.0131833276261336,-0.0250819107601933,0.00327330713784076,0.00418322150191907,0.0159888231173276,-0.00374925159145398,NA,-0.00322541610639686,-0.00636212676620784,NA,-0.00491564396336788,NA,NA,NA,0.0121916250898545,0.00261560801702545
"2020-01-01",NA,NA,NA,-0.00492257510610848,NA,NA,NA,NA,NA,NA,NA,-0.0123056369620383,-0.0204081632653062,0,0.000275873892856095,NA,NA,NA,NA,-0.24700951112799,-0.159554995658896,NA,NA,-0.07512059244885,NA,NA,NA,-0.0067096150355134,NA,0.00849901368584856,NA,NA,NA,NA,NA
